mission,object_id,source_id_raw,label,period_d,dur_h,depth_ppm,impact,ror,prad_re,a_au,a_over_rstar,insol_earth,teq_k,teff_k,logg_cgs,radius_rsun,mass_msun,feh_dex,mes,snr,fpflag_nt,fpflag_ss,fpflag_co,fpflag_ec,epoch_bjd_raw,epoch_bjd
KEPLER,3965201,3965201,1,44.113873,3.956,196.3,0.032,,4.9,,,424.45,1158.0,7854.0,3.669,3.462,,,,6.6,0.0,0.0,0.0,0.0,164.8337,2454997.8337
KEPLER,4074294,4074294,0,0.892988877,2.4428,85.0,0.71,,2.94,,,27545.43,3285.0,6228.0,3.668,2.975,,,,43.8,1.0,0.0,1.0,0.0,131.56303,2454964.56303
KEPLER,4380560,4380560,0,0.705816203,5.55,149.0,1.133,,15.33,,,4650.24,2109.0,6106.0,4.487,0.966,,,,19.6,1.0,0.0,1.0,1.0,131.94499,2454964.94499
KEPLER,4384652,4384652,0,374.51648,6.088,907420.0,0.0139,,73.1,,,0.55,220.0,5714.0,4.627,0.711,,,,105.8,0.0,1.0,0.0,1.0,430.92524,2455263.92524
KEPLER,4483235,4483235,0,1.7609276,5.189,57.3,0.29,,1.53,,,15818.72,2860.0,8784.0,4.156,1.967,,,,26.1,1.0,0.0,0.0,0.0,132.30263,2454965.30263
KEPLER,4662363,4662363,0,321.24194284,10.16,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,451.2907139,2455284.2907139
KEPLER,4680745,4680745,0,1.463148937,11.04,168.0,1.0653,,15.82,,,7470.01,2371.0,6525.0,3.993,1.805,,,,66.6,1.0,0.0,0.0,0.0,132.34802,2454965.34802
KEPLER,4851195,4851195,0,374.514471,6.629,440520.0,1.0492,,139.55,,,1.79,295.0,6446.0,4.381,1.155,,,,130.3,1.0,0.0,0.0,1.0,430.92258,2455263.92258
KEPLER,4862924,4862924,1,482.62011,12.86,324.0,0.1786,,1.98,,,1.12,263.0,6315.0,4.389,1.095,,,,8.1,0.0,0.0,0.0,0.0,314.0653,2455147.0653
KEPLER,5024414,5024414,0,1.525924746,1.955,74.1,0.208,,8.86,,,48691.77,3786.0,5000.0,2.81,10.533,,,,11.9,0.0,0.0,1.0,1.0,132.69258,2454965.69258
KEPLER,5177065,5177065,0,1.25383162,7.68,12.9,0.2204,,0.47,,,4677.63,2109.0,6472.0,4.271,1.299,,,,9.7,1.0,0.0,0.0,0.0,132.6237,2454965.6237
KEPLER,5268955,5268955,0,12.82252496,18.8,19268.0,0.706,,20.12,,,165.54,915.0,5845.0,4.178,1.352,,,,13.7,1.0,0.0,0.0,0.0,137.3868282,2454970.3868282
KEPLER,5271090,5271090,1,10.1551587,1.802,141.6,0.2256,,0.94,,,63.73,721.0,5275.0,4.505,0.796,,,,6.8,0.0,0.0,0.0,0.0,139.292,2454972.292
KEPLER,5444276,5444276,1,0.708965461,3.946,87.2,0.6201,,1.13,,,8061.29,2417.0,6528.0,4.384,1.155,,,,13.1,0.0,0.0,0.0,0.0,132.20988,2454965.20988
KEPLER,5598645,5598645,0,0.648772102,2.614,31.1,0.368,,2.6,,,47393.05,3758.0,4973.0,3.208,4.708,,,,15.0,0.0,0.0,1.0,1.0,131.74503,2454964.74503
KEPLER,5696518,5696518,0,0.96391996,3.01,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,132.3687769,2454965.3687769
KEPLER,5878506,5878506,1,11.76872507,1.11,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,137.1077498,2454970.1077498
KEPLER,5908086,5908086,0,0.93705132,4.808,51.5,0.773,,6.09,,,159426.96,5094.0,6691.0,3.088,7.781,,,,17.3,1.0,0.0,0.0,0.0,132.0238,2454965.0238
KEPLER,6307243,6307243,0,451.86579,13.47,80.0,0.379,,1.85,,,10.97,464.0,9024.0,4.154,2.005,,,,12.0,1.0,0.0,0.0,0.0,254.8061,2455087.8061
KEPLER,6350522,6350522,0,491.52571,12.43,457.3,0.4713,,1.43,,,0.15,159.0,4541.0,4.608,0.669,,,,8.8,1.0,0.0,0.0,0.0,248.9249,2455081.9249
KEPLER,6385302,6385302,0,411.54039644,17.33,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,185.353922,2455018.353922
KEPLER,6443274,6443274,1,608.20572,13.63,554.2,0.0082,,1.46,,,0.1,143.0,4486.0,4.642,0.646,,,,11.3,0.0,0.0,0.0,0.0,160.7147,2454993.7147
KEPLER,6508734,6508734,0,480.03759,16.25,717.4,0.2596,,1.14,,,0.03,109.0,3622.0,4.826,0.43,,,,9.0,1.0,0.0,0.0,0.0,318.4745,2455151.4745
KEPLER,6527050,6527050,0,0.87985197,1.3,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,131.7662713,2454964.7662713
KEPLER,6590362,6590362,0,0.592618966,0.811,91.4,0.083,,0.86,,,4626.58,2103.0,5926.0,4.532,0.887,,,,14.9,1.0,0.0,1.0,0.0,132.09892,2454965.09892
KEPLER,6628740,6628740,0,0.532854237,3.231,50.9,0.618,,1.21,,,20292.47,3042.0,6266.0,4.067,1.613,,,,27.9,1.0,0.0,0.0,0.0,131.93754,2454964.93754
KEPLER,6876575,6876575,1,91.069934,17.33,12.7,0.5939,,1.59,,,349.47,1103.0,9051.0,3.623,4.232,,,,8.7,0.0,0.0,0.0,0.0,196.391,2455029.391
KEPLER,7031126,7031126,0,0.566802672,3.545,31.7,0.128,,1.08,,,14458.31,2791.0,5102.0,3.787,1.961,,,,14.3,1.0,0.0,1.0,1.0,131.81511,2454964.81511
KEPLER,7031208,7031208,0,0.566796331,5.194,114.8,0.981,,1.5,,,7979.99,2411.0,6319.0,4.447,1.032,,,,33.3,1.0,0.0,0.0,1.0,131.8335,2454964.8335
KEPLER,7031742,7031742,0,0.566785459,2.893,63.8,0.588,,0.84,,,6410.46,2280.0,6063.0,4.476,1.012,,,,16.5,1.0,0.0,1.0,1.0,131.82998,2454964.82998
KEPLER,7032568,7032568,0,0.566792936,2.846,23.0,0.467,,0.79,,,22251.32,3114.0,6432.0,4.018,1.603,,,,14.3,1.0,0.0,1.0,1.0,131.8166,2454964.8166
KEPLER,7032687,7032687,0,0.5668004,3.813,93.2,0.593,,0.88,,,5739.87,2222.0,6215.0,4.543,0.872,,,,18.3,1.0,0.0,1.0,1.0,131.81997,2454964.81997
KEPLER,7115384,7115384,0,0.566793614,5.723,31.4,0.9476,,21.63,,,781981.98,7584.0,3789.0,1.549,27.384,,,,79.8,1.0,0.0,0.0,1.0,131.65376,2454964.65376
KEPLER,7116282,7116282,0,0.566798676,2.777,59.9,0.01,,0.68,,,4160.07,2051.0,5490.0,4.436,0.887,,,,12.8,1.0,0.0,1.0,1.0,131.81422,2454964.81422
KEPLER,7116859,7116859,0,0.5667638,1.73,64.5,0.158,,0.75,,,5335.09,2178.0,5766.0,4.433,0.94,,,,2.4,1.0,0.0,0.0,1.0,131.8674,2454964.8674
KEPLER,7133286,7133286,0,38.51077573,38.8558,84633.0,0.467,,18.68,,,3.64,352.0,4374.0,4.626,0.635,,,,3567.5,1.0,0.0,0.0,0.0,155.594831,2454988.594831
KEPLER,7186259,7186259,0,4.23965309,3.29,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,132.9703967,2454965.9703967
KEPLER,7214090,7214090,0,0.577910513,1.362,144.1,0.367,,1.1,,,4429.84,2081.0,5730.0,4.503,0.908,,,,18.1,1.0,0.0,1.0,0.0,131.79797,2454964.79797
KEPLER,7281694,7281694,0,0.566807725,2.16,31.5,0.155,,0.94,,,9645.51,2524.0,5018.0,3.953,1.734,,,,12.3,1.0,0.0,1.0,1.0,131.7888,2454964.7888
KEPLER,7362450,7362450,0,0.566807422,5.148,26.1,0.985,,1.13,,,12227.82,2680.0,5616.0,4.04,1.547,,,,28.8,1.0,0.0,0.0,1.0,131.81547,2454964.81547
KEPLER,8007262,8007262,0,1.345078434,10.19,3025.0,0.9526,,12.16,,,6894.58,2324.0,6664.0,4.141,1.675,,,,27.7,1.0,0.0,0.0,0.0,132.04218,2454965.04218
KEPLER,8096395,8096395,1,366.088938,11.887,537.9,0.89,,2.57,,,1.03,257.0,5941.0,4.464,0.945,,,,29.0,0.0,0.0,0.0,0.0,165.426,2454998.426
KEPLER,8106973,8106973,0,439.1076969,26.2259,69792.0,0.7777,,24.7,,,0.57,221.0,5810.0,4.567,0.811,,,,884.9,0.0,1.0,0.0,0.0,222.7449,2455055.7449
KEPLER,8168509,8168509,1,414.45008,19.15,729.5,0.9853,,7.01,,,4.17,364.0,7037.0,4.136,1.683,,,,19.0,0.0,0.0,0.0,0.0,318.0665,2455151.0665
KEPLER,8258103,8258103,0,0.594003994,5.557,25.4,0.4978,,1.55,,,142174.84,4952.0,8596.0,3.793,2.968,,,,51.1,0.0,1.0,0.0,0.0,132.07059,2454965.07059
KEPLER,8297319,8297319,1,328.32211,13.53,399.0,0.1169,,1.3,,,0.33,193.0,4906.0,4.648,0.668,,,,8.2,0.0,0.0,0.0,0.0,144.0773,2454977.0773
KEPLER,8423344,8423344,1,381.97977,15.7,900.0,0.2178,,1.55,,,0.07,132.0,3761.0,4.724,0.526,,,,10.4,0.0,0.0,0.0,0.0,163.1805,2454996.1805
KEPLER,8444868,8444868,1,67.412998,9.1,126.1,0.5109,,1.57,,,25.32,572.0,6525.0,4.248,1.359,,,,6.2,0.0,0.0,0.0,0.0,196.1263,2455029.1263
KEPLER,8579684,8579684,0,2.08802799,24.017,70.8,0.9865,,1.93,,,3806.17,2003.0,6593.0,4.117,1.67,,,,60.5,1.0,0.0,0.0,0.0,132.08475,2454965.08475
KEPLER,8649876,8649876,0,10.4212788,28.4832,148.0,1.151,,36.9,,,549.92,1235.0,6183.0,3.908,2.073,,,,31.0,1.0,0.0,0.0,0.0,140.6517,2454973.6517
KEPLER,8682094,8682094,1,359.8249913,5.22,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,284.5268595,2455117.5268595
KEPLER,8846809,8846809,0,0.778705577,6.445,54.5,1.1716,,59.33,,,75864.33,4233.0,7846.0,3.743,3.066,,,,104.9,1.0,0.0,0.0,0.0,131.64448,2454964.64448
KEPLER,8868686,8868686,0,4.44709107,16.79,40.5,0.988,,0.96,,,537.35,1228.0,6137.0,4.357,1.076,,,,22.6,1.0,0.0,1.0,1.0,133.9044,2454966.9044
KEPLER,9025662,9025662,0,293.70696,11.03,1575.0,63.9417,,6140.44,,,1.34,274.0,6054.0,4.508,0.893,,,,11.2,1.0,0.0,0.0,0.0,350.5928,2455183.5928
KEPLER,8572936,8572936,0,27.795762425,15.5056,420330.0,0.483,,81.48,,,43.51,655.0,5915.0,4.329,1.13,,,,1969.5,0.0,1.0,0.0,0.0,136.179877,2454969.179877
KEPLER,9837578,9837578,0,20.733748565,6.28773,417340.0,0.479,,69.8,,,45.06,661.0,5620.0,4.363,0.974,,,,2236.7,0.0,1.0,0.0,0.0,132.8465918,2454965.8465918
KEPLER,7821010,7821010,0,24.238241803,4.16665,461960.0,0.426,,102.31,,,93.68,793.0,6457.0,4.259,1.365,,,,1126.4,0.0,1.0,0.0,0.0,136.6165689,2454969.6165689
KEPLER,5473556,5473556,0,11.258825027,8.9592,196280.0,0.805,,87.18,,,322.25,1080.0,6217.0,4.052,1.464,,,,6395.7,1.0,0.0,0.0,0.0,134.7384085,2454967.7384085
KEPLER,6504534,6504534,0,28.162612575,3.19576,37750.0,0.952,,23.52,,,11.52,470.0,4936.0,4.54,0.761,,,,912.7,0.0,1.0,0.0,0.0,143.7174718,2454976.7174718
KEPLER,6307062,6307062,0,75.378956896,7.70352,539180.0,0.273,,58.76,,,4.17,365.0,5420.0,4.596,0.771,,,,1886.6,0.0,1.0,0.0,0.0,167.1066034,2455000.1066034
KEPLER,9092897,9092897,0,3.9169155,2.11,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,132.2130377,2454965.2130377
KEPLER,9246715,9246715,0,342.55315723,73.8068,192890.0,0.797,,830.99,,,70.22,738.0,4857.0,2.422,14.219,,,,8248.4,0.0,1.0,0.0,0.0,337.516722,2455170.516722
KEPLER,9292130,9292130,0,362.747593,16.45,132.4,0.3185,,2.51,,,5.13,384.0,6176.0,3.885,2.16,,,,13.0,1.0,0.0,0.0,0.0,368.2357,2455201.2357
KEPLER,9541144,9541144,0,0.536650344,2.878,25.8,0.7718,,1.57,,,30860.16,3380.0,5490.0,3.681,2.825,,,,7.0,0.0,1.0,0.0,1.0,131.7073,2454964.7073
KEPLER,8677057,8677057,1,0.694611128,1.115,98.8,0.176,,0.64,,,945.45,1415.0,4612.0,4.646,0.662,,,,9.3,0.0,0.0,0.0,0.0,131.93244,2454964.93244
KEPLER,8702537,8702537,1,7.4751841,5.166,28.1,0.309,,0.85,,,439.51,1168.0,5616.0,3.98,1.602,,,,9.2,0.0,0.0,0.0,0.0,137.1908,2454970.1908
KEPLER,8757213,8757213,0,328.0485,13.75,398.0,0.329,,2.22,,,1.72,292.0,6268.0,4.429,1.1,,,,6.9,1.0,0.0,0.0,0.0,301.5126,2455134.5126
KEPLER,8880003,8880003,0,1.72128752,2.366,58.5,0.449,,0.65,,,944.49,1415.0,5813.0,4.561,0.833,,,,7.7,1.0,0.0,0.0,1.0,132.5489,2454965.5489
KEPLER,8953296,8953296,0,0.784294574,4.18831,212530.0,0.764,,87.26,,,11702.6,2651.0,6576.0,4.171,1.455,,,,1751.1,0.0,1.0,0.0,0.0,132.2265109,2454965.2265109
KEPLER,8749844,8749844,0,361.51099,4.868,235.9,0.443,,6.85,,,68.36,733.0,9492.0,3.619,4.298,,,,9.3,1.0,0.0,0.0,0.0,249.7333,2455082.7333
KEPLER,8962007,8962007,0,1.41435861,2.285,56.8,0.189,,0.74,,,1458.2,1578.0,5470.0,4.366,0.994,,,,9.5,0.0,0.0,1.0,0.0,132.69838,2454965.69838
KEPLER,8703491,8703491,0,0.616343903,0.7656,161.4,0.042,,1.72,,,9411.28,2513.0,6045.0,4.264,1.34,,,,77.8,0.0,1.0,1.0,0.0,132.086508,2454965.086508
KEPLER,9043947,9043947,1,1.04347858,2.012,22.5,0.497,,1.09,,,12313.82,2688.0,6014.0,3.843,2.246,,,,8.6,0.0,0.0,0.0,0.0,131.8424,2454964.8424
KEPLER,9079587,9079587,0,364.33929,13.486,1944.0,0.934,,4.4,,,0.64,228.0,5606.0,4.557,0.8,,,,15.9,1.0,0.0,0.0,0.0,183.3173,2455016.3173
KEPLER,8703506,8703506,0,352.710091,2.901,1658.0,0.329,,3.75,,,1.09,261.0,6112.0,4.513,0.908,,,,9.6,0.0,1.0,0.0,0.0,251.1931,2455084.1931
KEPLER,8590776,8590776,0,33.8938177,2.012,205.1,0.332,,1.22,,,18.27,527.0,5818.0,4.554,0.848,,,,6.8,1.0,0.0,0.0,0.0,135.3496,2454968.3496
KEPLER,8761550,8761550,0,224.591055,3.232,125.2,0.768,,2.17,,,5.56,392.0,5786.0,3.992,1.771,,,,8.2,1.0,0.0,0.0,0.0,208.7904,2455041.7904
KEPLER,8686761,8686761,0,374.93999098,17.0849,235.1,0.64,,4.67,,,4.99,381.0,5382.0,3.645,2.909,,,,8.4,1.0,0.0,0.0,1.0,137.9851608,2454970.9851608
KEPLER,8873450,8873450,1,24.2783801,4.564,714.4,0.717,,2.03,,,8.27,432.0,4450.0,4.583,0.707,,,,13.6,0.0,0.0,0.0,0.0,154.51325,2454987.51325
KEPLER,8880317,8880317,1,382.5891,11.7,298.2,0.042,,2.15,,,2.05,305.0,6337.0,4.261,1.239,,,,10.5,0.0,0.0,0.0,0.0,372.8314,2455205.8314
KEPLER,8750503,8750503,0,11.9283194,6.69,182.5,0.052,,0.98,,,37.8,632.0,5010.0,4.545,0.75,,,,10.6,1.0,0.0,0.0,0.0,142.127,2454975.127
KEPLER,8639155,8639155,0,0.603351522,0.8358,164.1,0.46,,3.91,,,45493.51,3730.0,6240.0,3.679,2.948,,,,20.6,0.0,1.0,1.0,0.0,131.98902,2454964.98902
KEPLER,9021047,9021047,0,31.97280045,4.9,2236.4,0.935,,5.88,,,36.33,626.0,6340.0,4.457,1.01,,,,44.8,0.0,1.0,0.0,0.0,261.76713,2455094.76713
KEPLER,8587439,8587439,0,8.39140024,1.193,134.4,0.342,,1.1,,,169.89,921.0,5892.0,4.389,0.935,,,,9.2,0.0,0.0,1.0,0.0,139.02864,2454972.02864
KEPLER,8712863,8712863,0,0.532493086,2.145,19.9,0.558,,1.87,,,135046.96,4893.0,6894.0,3.476,4.032,,,,8.9,1.0,0.0,0.0,0.0,131.90244,2454964.90244
KEPLER,9079915,9079915,0,0.812678859,0.841,39.3,0.664,,0.83,,,7917.14,2403.0,6636.0,4.349,1.236,,,,7.4,0.0,0.0,1.0,0.0,132.20817,2454965.20817
KEPLER,10208894,10208894,0,183.836254,13.088,1046.2,0.956,,51.64,,,124.46,852.0,4959.0,2.569,11.963,,,,15.7,1.0,0.0,0.0,0.0,149.3728,2454982.3728
KEPLER,10214873,10214873,0,5.959695593,1.8383,151.2,0.626,,1.13,,,182.4,937.0,5717.0,4.538,0.884,,,,4.7,0.0,0.0,1.0,0.0,135.2739557,2454968.2739557
KEPLER,10253977,10253977,1,392.601892,3.21,779.0,0.713,,2.25,,,0.41,204.0,5307.0,4.605,0.753,,,,7.8,0.0,0.0,0.0,0.0,496.9922,2455329.9922
KEPLER,10268714,10268714,0,452.65206,19.87,175.1,0.646,,2.41,,,3.33,345.0,6664.0,4.075,1.73,,,,17.0,1.0,0.0,0.0,0.0,495.317,2455328.317
KEPLER,10281311,10281311,0,234.66319186,7.627,243.5,0.029,,1.68,,,2.73,328.0,6306.0,4.426,1.076,,,,5.0,1.0,0.0,0.0,0.0,166.0293811,2454999.0293811
KEPLER,10341876,10341876,0,351.204993,22.414,1257.9,0.777,,3.57,,,1.04,258.0,5845.0,4.435,0.918,,,,21.3,1.0,0.0,0.0,0.0,184.9276,2455017.9276
KEPLER,10351947,10351947,1,260.446151,9.314,713.9,0.896,,25.39,,,32.37,608.0,4845.0,2.897,7.796,,,,16.8,0.0,0.0,0.0,0.0,235.469,2455068.469
KEPLER,10160922,10160922,1,87.487573,5.881,528.7,0.127,,1.87,,,4.79,377.0,5774.0,4.567,0.818,,,,8.4,0.0,0.0,0.0,0.0,154.5163,2454987.5163
KEPLER,10198225,10198225,1,11.9451376,6.893,63.3,0.443,,3.32,,,755.16,1337.0,5094.0,3.38,4.163,,,,12.4,0.0,0.0,0.0,0.0,142.3107,2454975.3107
KEPLER,10214341,10214341,1,277.13367,9.67,321.2,0.662,,1.84,,,2.09,307.0,6461.0,4.474,0.971,,,,8.7,0.0,0.0,0.0,0.0,400.4719,2455233.4719
KEPLER,10219288,10219288,0,3.381607,7.627,440.6,0.088,,117.25,,,314164.85,6037.0,3974.0,1.056,59.437,,,,16.6,1.0,0.0,0.0,0.0,132.92656,2454965.92656
KEPLER,10226343,10226343,0,0.660655454,7.111,566.9,1.098,,16.81,,,9210.84,2497.0,6520.0,4.375,1.215,,,,77.7,1.0,0.0,0.0,1.0,131.6909,2454964.6909
KEPLER,10263598,10263598,0,145.750554,13.999,385.6,0.017,,15.34,,,74.07,748.0,5096.0,3.007,8.038,,,,17.0,1.0,0.0,0.0,0.0,199.6247,2455032.6247
KEPLER,10266860,10266860,0,2.17813954,2.063,28.6,0.054,,1.0,,,4372.75,2073.0,6511.0,4.003,1.851,,,,9.7,0.0,0.0,0.0,1.0,132.02972,2454965.02972
KEPLER,4763020,4763020,0,384.09781,12.55,100.1,0.016,,1.63,,,2.8,330.0,5884.0,3.979,1.628,,,,8.7,1.0,0.0,0.0,0.0,418.6723,2455251.6723
KEPLER,5128966,5128966,0,0.505322676,5.2727,77349.0,1.036,,46.59,,,6291.87,2275.0,5941.0,4.49,0.924,,,,384.6,0.0,1.0,1.0,1.0,131.542732,2454964.542732
KEPLER,5288744,5288744,0,333.71634048,4.8236,420.2,0.093,,3.53,,,4.05,362.0,6045.0,3.956,1.719,,,,3.1,1.0,0.0,0.0,0.0,336.7917544,2455169.7917544
KEPLER,5305225,5305225,0,322.50741,20.688,349.5,0.912,,2.11,,,1.03,257.0,5708.0,4.465,0.933,,,,13.7,1.0,0.0,1.0,1.0,350.3646,2455183.3646
KEPLER,5598216,5598216,0,373.8716,16.78,382.7,0.246,,2.19,,,1.44,279.0,5846.0,4.258,1.116,,,,10.3,1.0,0.0,0.0,0.0,186.6688,2455019.6688
KEPLER,5637036,5637036,0,171.046664,2.438,731.0,0.387,,32.31,,,110.64,827.0,4932.0,2.697,12.048,,,,9.8,1.0,0.0,0.0,0.0,293.02637,2455126.02637
KEPLER,5647008,5647008,0,0.799868354,6.613,4928.8,1.274,,34.7,,,2581.61,1816.0,5568.0,4.488,0.882,,,,251.4,0.0,1.0,0.0,0.0,131.997209,2454964.997209
KEPLER,10385708,10385708,0,345.7671,15.38,212.7,0.391,,2.5,,,3.02,336.0,5845.0,4.024,1.702,,,,12.3,1.0,0.0,0.0,0.0,320.3812,2455153.3812
KEPLER,10404545,10404545,0,350.34114,16.97,1363.8,0.01,,2.5,,,0.39,202.0,5188.0,4.642,0.69,,,,16.4,1.0,0.0,0.0,0.0,184.81,2455017.81
KEPLER,10425070,10425070,0,363.97165,5.702,1966.0,1.394,,40.48,,,0.68,231.0,5648.0,4.559,0.841,,,,8.5,1.0,0.0,0.0,0.0,198.9835,2455031.9835
KEPLER,10461045,10461045,0,385.97241,12.167,162.0,0.444,,1.72,,,2.65,325.0,6732.0,4.271,1.316,,,,10.8,1.0,0.0,0.0,0.0,315.6247,2455148.6247
KEPLER,10493253,10493253,0,89.667675,3.726,1415.0,0.324,,78.77,,,818.91,1364.0,4742.0,2.099,21.291,,,,7.0,1.0,0.0,0.0,0.0,183.036,2455016.036
KEPLER,10515564,10515564,1,5.0487451,4.007,67.6,0.133,,0.67,,,170.39,922.0,5450.0,4.573,0.83,,,,7.7,0.0,0.0,0.0,0.0,134.6825,2454967.6825
KEPLER,10321927,10321927,0,321.02094,7.51,592.9,0.295,,1.96,,,0.69,232.0,5334.0,4.492,0.81,,,,8.5,1.0,0.0,0.0,0.0,179.7137,2455012.7137
KEPLER,10321972,10321972,1,122.11555,16.07,1104.0,0.23,,2.96,,,3.6,351.0,5592.0,4.418,0.894,,,,12.2,0.0,0.0,0.0,0.0,228.38,2455061.38
KEPLER,10322797,10322797,0,1.213742728,3.596,31.7,0.627,,1.18,,,10804.6,2599.0,6532.0,3.961,1.987,,,,20.3,0.0,0.0,0.0,1.0,131.74123,2454964.74123
KEPLER,10331279,10331279,1,225.48805,19.46,379.9,0.817,,1.7,,,1.2,267.0,5663.0,4.579,0.782,,,,11.6,0.0,0.0,0.0,0.0,224.2023,2455057.2023
KEPLER,10338529,10338529,0,366.74866,12.446,419.1,0.663,,2.35,,,1.48,281.0,6136.0,4.368,1.087,,,,9.1,1.0,0.0,0.0,0.0,308.3136,2455141.3136
KEPLER,10340212,10340212,0,0.93374894,4.637,226.2,0.457,,0.18,,,8.36,433.0,2661.0,5.283,0.116,,,,9.3,1.0,0.0,1.0,1.0,131.526,2454964.526
KEPLER,10383729,10383729,0,0.734548624,2.207,58.6,0.747,,0.84,,,4454.22,2082.0,6046.0,4.478,1.007,,,,25.1,0.0,1.0,0.0,1.0,132.16826,2454965.16826
KEPLER,5709226,5709226,0,317.99484,7.28,719.0,0.405,,2.22,,,0.79,241.0,5665.0,4.568,0.82,,,,8.4,1.0,0.0,0.0,0.0,393.0306,2455226.0306
KEPLER,5775090,5775090,0,432.96732,10.85,866.0,0.189,,1.64,,,0.12,151.0,4403.0,4.7,0.576,,,,10.0,1.0,0.0,0.0,0.0,173.2686,2455006.2686
KEPLER,5791705,5791705,0,614.39054,9.312,289.1,0.11,,2.43,,,1.24,269.0,6228.0,4.193,1.427,,,,10.2,1.0,0.0,0.0,0.0,332.5045,2455165.5045
KEPLER,5802205,5802205,1,578.88761,18.521,76.8,0.24,,1.69,,,2.32,315.0,6180.0,3.946,1.917,,,,15.1,0.0,0.0,0.0,0.0,219.2878,2455052.2878
KEPLER,5812648,5812648,0,238.561202,11.9,260.2,0.732,,5.75,,,24.55,568.0,6565.0,3.573,3.308,,,,16.4,1.0,0.0,0.0,0.0,273.2378,2455106.2378
KEPLER,5858919,5858919,1,218.771117,3.201,140.1,0.95,,250.2,,,3757.91,1997.0,3297.0,0.236,151.184,,,,8.4,0.0,0.0,0.0,0.0,250.92469,2455083.92469
KEPLER,5872139,5872139,0,375.17737,20.52,1230.0,0.405,,3.64,,,1.15,264.0,6089.0,4.468,1.024,,,,13.7,1.0,0.0,0.0,0.0,260.4516,2455093.4516
KEPLER,10519701,10519701,0,334.87402,35.42,387.8,1.165,,47.48,,,6.52,408.0,6122.0,3.811,2.348,,,,19.1,1.0,0.0,0.0,0.0,426.2844,2455259.2844
KEPLER,10664150,10664150,0,370.2402,31.46,1272.6,1.239,,29.24,,,1.26,270.0,6296.0,4.481,0.966,,,,20.5,1.0,0.0,0.0,0.0,307.3322,2455140.3322
KEPLER,10735575,10735575,0,1.6749812,2.707,94.0,0.382,,79.51,,,1540745.8,8986.0,3940.0,0.76,84.461,,,,8.9,0.0,1.0,1.0,1.0,131.79288,2454964.79288
KEPLER,10753394,10753394,0,288.678554,9.197,242.5,0.717,,0.96,,,0.21,172.0,4326.0,4.667,0.575,,,,10.8,1.0,0.0,0.0,0.0,143.8403,2454976.8403
KEPLER,10875937,10875937,0,307.94735718,15.0,11296.0,0.966,,76.66,,,13.83,492.0,4878.0,3.08,4.461,,,,16.5,1.0,0.0,0.0,0.0,316.0192261,2455149.0192261
KEPLER,10907307,10907307,1,277.25118,8.742,1517.4,0.932,,5.02,,,2.02,304.0,6046.0,4.357,1.048,,,,15.3,0.0,0.0,0.0,0.0,400.0395,2455233.0395
KEPLER,11087662,11087662,0,264.63654,42.77,431.8,1.247,,42.55,,,4.75,376.0,6564.0,4.198,1.461,,,,28.2,1.0,0.0,0.0,0.0,190.9169,2455023.9169
KEPLER,10389280,10389280,0,375.408923,11.438,87.3,0.529,,4.48,,,128.15,858.0,11357.0,3.667,4.528,,,,15.3,1.0,0.0,0.0,0.0,364.4869,2455197.4869
KEPLER,10397315,10397315,0,2.17812769,1.645,61.7,0.533,,0.78,,,963.16,1421.0,6014.0,4.494,0.958,,,,10.4,0.0,0.0,0.0,1.0,132.02922,2454965.02922
KEPLER,10403228,10403228,1,67.176626864,3.1147,1689.9,1.236,,9.66,,,0.24,179.0,3391.0,4.936,0.311,,,,5.9,0.0,0.0,0.0,0.0,144.1192641,2454977.1192641
KEPLER,10405224,10405224,0,0.93378068,3.706,72.7,0.251,,0.63,,,985.2,1427.0,4938.0,4.601,0.753,,,,9.2,1.0,0.0,0.0,1.0,132.4123,2454965.4123
KEPLER,10405482,10405482,0,0.93373895,4.156,39.6,0.259,,0.64,,,3723.37,1993.0,6223.0,4.459,1.006,,,,10.5,1.0,0.0,1.0,1.0,132.4707,2454965.4707
KEPLER,10405546,10405546,0,0.93373718,2.582,18.9,0.29,,0.48,,,4570.22,2097.0,6367.0,4.419,1.087,,,,8.4,0.0,0.0,1.0,1.0,132.4634,2454965.4634
KEPLER,10407191,10407191,1,0.93420696,3.5,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,131.742569,2454964.742569
KEPLER,5955197,5955197,1,359.33831,18.566,977.9,0.176,,2.33,,,0.52,216.0,5316.0,4.539,0.753,,,,15.8,0.0,0.0,0.0,0.0,152.5082,2454985.5082
KEPLER,5955427,5955427,0,213.201978,15.396,696.9,0.214,,1.91,,,0.56,221.0,4594.0,4.557,0.752,,,,12.9,1.0,0.0,0.0,0.0,309.9395,2455142.9395
